Order ID,Order Date,Ship Date,Customer Name,Customer ID,Customer Segment,Product Name,Category,Product ID,Region,Country,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Stock Left,Auto Reorder,Reorder Quantity,Supplier Name,Supplier Email,Payment Mode,Delivery Status
ORD3927,2026-05-02,2026-05-03,Jacob Raymond,CUST471,Wholesale,Sweater,Clothing,PROD4609,West,Iran,Maryland,Michaelshire,10,633.1,15,5381.38,3726.41,1654.98,19,No,0,Hernandez-Proctor,mcintyrerandy@bennett-willis.com,Cash,Pending
ORD3928,2023-08-15,2023-08-19,Jacob Russo,CUST460,Small Business,Sofa,Furniture,PROD6569,Central,Libyan Arab Jamahiriya,Virginia,Teresaside,3,283.9,5,809.11,606.62,202.49,25,No,0,Young and Sons,johnsonelizabeth@rodriguez.com,Debit Card,Cancelled
ORD3929,2024-03-31,2024-04-02,William Melendez,CUST163,Small Business,Face Wash,Beauty,PROD1734,West,Uzbekistan,Michigan,New Sharonview,2,2424.4,15,4121.47,3436.01,685.46,40,No,0,"Rubio, Buck and Price",tmiller@hernandez.com,Cash,Cancelled
ORD3930,2023-07-23,2023-07-28,Rebecca Morris,CUST283,Small Business,Jeans,Clothing,PROD9550,International,Guernsey,New York,Bryantmouth,2,3129.51,10,5633.11,4476.06,1157.06,22,No,0,"Taylor, Barber and Mack",stevencohen@moore.com,Cash,Delivered
ORD3931,2024-03-06,2024-03-09,Taylor Joyce,CUST663,VIP Member,Jacket,Clothing,PROD5061,East,Solomon Islands,Wisconsin,Margaretland,3,4783.24,20,11479.78,10053.79,1425.99,5,Yes,27,"Hanna, Hernandez and Nunez",sarah04@keith.org,Credit Card,Cancelled
ORD3932,2025-01-27,2025-01-31,Natasha Rojas,CUST595,Home Office,Sticky Notes,Office Supplies,PROD2905,East,American Samoa,New Jersey,Cookfort,6,691.54,20,3319.4,2817.63,501.77,39,No,0,Murphy Group,ucampbell@harris.info,Credit Card,Delivered
ORD3933,2024-05-21,2024-05-24,Sarah Skinner,CUST108,Corporate,T-Shirt,Clothing,PROD7605,North,Denmark,Alaska,Barbaraborough,5,2167.66,20,8670.62,5782.44,2888.18,17,No,0,Jones-Welch,jacquelinesalazar@patterson.com,Debit Card,Returned
ORD3934,2024-07-05,2024-07-11,Andrea Phillips,CUST162,Consumer,Fruits,Grocery,PROD7482,South,Namibia,Alaska,Gordonville,5,399.78,0,1998.91,1781.94,216.97,27,No,0,Brown-Smith,scottholland@chambers-brown.org,Credit Card,Returned
ORD3935,2023-08-31,2023-09-04,Miss Candace Paul,CUST589,Corporate,Jeans,Clothing,PROD4542,International,Antarctica (the territory South of 60 deg S),Tennessee,New Joseph,6,3717.28,5,21188.49,12775.73,8412.76,35,No,0,Guzman PLC,brendalloyd@moore-payne.org,Credit Card,Delivered
ORD3936,2024-10-19,2024-10-22,Michelle Wu,CUST780,Home Office,Bookshelf,Furniture,PROD2659,West,Fiji,Minnesota,Davidland,10,3542.06,5,33649.61,24991.0,8658.61,31,No,0,Marquez-Delgado,dcain@brown.com,Debit Card,Cancelled
ORD3937,2026-02-16,2026-02-21,Michael Owens,CUST378,Consumer,Pen,Office Supplies,PROD3874,International,Argentina,New York,New Carlos,3,2606.18,15,6645.76,4660.83,1984.92,50,No,0,Sosa-James,kelly34@walter-alexander.org,Debit Card,Returned
ORD3938,2025-05-19,2025-05-22,Karen Lewis,CUST415,Home Office,Milk,Grocery,PROD6757,South,Guinea,Ohio,Ruizport,1,1075.91,5,1022.11,871.73,150.38,18,No,0,Li LLC,powersscott@jackson.biz,UPI,Cancelled
ORD3939,2023-07-31,2023-08-04,James Mills,CUST420,Corporate,AC,Electronics,PROD4138,West,Moldova,Kansas,North Brandichester,10,3746.14,20,29969.13,23310.4,6658.74,33,No,0,Townsend PLC,pamela81@simon-carroll.info,Credit Card,Returned
ORD3940,2023-08-13,2023-08-20,John Yoder,CUST572,Wholesale,Sofa,Furniture,PROD5604,East,Saint Vincent and the Grenadines,Hawaii,Melaniemouth,9,958.8,10,7766.3,6325.85,1440.45,21,No,0,Brown-Mueller,emilychan@lewis.com,Credit Card,Delivered
ORD3941,2025-08-22,2025-08-27,William Leonard,CUST811,Consumer,Shampoo,Beauty,PROD2775,West,Jordan,Nebraska,Johnhaven,2,2168.71,5,4120.55,2809.9,1310.66,9,Yes,36,Richards-Young,julie46@escobar.com,Credit Card,Cancelled
ORD3942,2023-05-31,2023-06-03,Michael Bond,CUST103,Small Business,Pen,Office Supplies,PROD5622,South,Western Sahara,Ohio,East Davidbury,3,4083.61,20,9800.67,6959.12,2841.54,14,No,0,Norman Group,jason55@sutton.biz,Credit Card,Cancelled
ORD3943,2024-01-06,2024-01-08,Terry Juarez,CUST881,Wholesale,Mobiles,Electronics,PROD9237,East,Micronesia,Kansas,Port Kimberlybury,3,3632.85,10,9808.69,5908.29,3900.41,15,No,0,Ayala-Odom,paul51@lamb.com,Debit Card,Returned
ORD3944,2024-02-23,2024-03-01,Jessica Alvarado,CUST754,Home Office,Bookshelf,Furniture,PROD4096,West,Eritrea,New Mexico,Richardland,8,765.04,0,6120.36,3916.26,2204.1,20,No,0,"Shepard, Bryant and Cruz",henryhendrix@goodwin.com,UPI,Returned
ORD3945,2026-01-20,2026-01-23,Thomas Park,CUST132,Corporate,Sticky Notes,Office Supplies,PROD4677,East,Burundi,Delaware,Garciatown,1,2639.28,0,2639.28,2077.86,561.41,15,No,0,"Dillon, Smith and Evans",melissabenson@chapman-cook.info,Net Banking,Cancelled
ORD3946,2023-12-12,2023-12-16,Richard Davis,CUST938,VIP Member,T-Shirt,Clothing,PROD9616,North-East,Croatia,Vermont,Lake Cynthiatown,9,4003.48,15,30626.61,25217.64,5408.97,46,No,0,Matthews-Ward,gabriel05@bates.com,UPI,Cancelled
ORD3947,2024-09-05,2024-09-09,Tanya Chapman,CUST833,Corporate,Stapler,Office Supplies,PROD3363,North,Qatar,Louisiana,New Peter,2,1810.9,20,2897.44,1893.37,1004.07,49,No,0,Powell Ltd,henry23@bowman-rogers.com,Cash,Returned
ORD3948,2026-04-05,2026-04-07,Spencer Williams,CUST488,Home Office,Pen,Office Supplies,PROD6547,South,Heard Island and McDonald Islands,Delaware,Carlaburgh,4,2661.76,15,9049.97,6828.57,2221.41,7,Yes,50,Woodward PLC,navarrochelsey@steele.com,Debit Card,Cancelled
ORD3949,2026-04-20,2026-04-25,Holly Davis,CUST631,Corporate,Eggs,Grocery,PROD2210,North-East,Colombia,South Dakota,Clarkfort,4,562.89,20,1801.26,1187.14,614.12,39,No,0,West-Hill,jwoods@gross-mills.org,Debit Card,Cancelled
ORD3950,2024-05-20,2024-05-24,George Stout,CUST227,Home Office,Bread,Grocery,PROD8401,South,Nicaragua,Minnesota,Alexandermouth,7,2608.91,0,18262.4,11171.24,7091.16,39,No,0,Garcia-Moore,stephanie15@cordova.com,Cash,Returned
ORD3951,2024-07-29,2024-08-05,Stephanie Bridges,CUST696,Corporate,Bed,Furniture,PROD5378,South,United Kingdom,West Virginia,Cynthiafort,6,2463.43,5,14041.53,11753.47,2288.06,3,Yes,38,Hughes-Contreras,robertthompson@anderson-cannon.biz,Cash,Pending
ORD3952,2025-03-22,2025-03-27,Jessica Burgess,CUST501,VIP Member,Stapler,Office Supplies,PROD5373,International,Uruguay,New Mexico,Lisaview,8,4939.32,20,31611.66,27213.56,4398.09,30,No,0,Allen-Rios,zguzman@allen.net,Cash,Pending
ORD3953,2025-09-10,2025-09-16,Terrence Hart,CUST178,Consumer,Board Game,Toys,PROD4305,International,Cote d'Ivoire,Maine,East Jeffery,6,1250.94,0,7505.63,5535.6,1970.03,29,No,0,Oliver PLC,renee36@harris-robinson.com,Net Banking,Returned
ORD3954,2025-11-26,2025-12-03,Philip Tucker,CUST162,Consumer,T-Shirt,Clothing,PROD5031,Central,Kiribati,New Mexico,North Michaelview,5,3577.79,20,14311.16,8996.28,5314.88,36,No,0,Martinez-Ellis,jackson99@munoz.com,Cash,Cancelled
ORD3955,2025-12-12,2025-12-19,Laurie Morris,CUST265,Small Business,Notebook,Office Supplies,PROD1663,North-East,Singapore,South Dakota,Port Evan,7,1040.42,0,7282.97,6207.22,1075.76,41,No,0,Willis-Peck,johnnelson@phelps-bautista.com,UPI,Pending
ORD3956,2024-02-23,2024-02-24,Barry Davis,CUST671,Small Business,Ink,Office Supplies,PROD6124,South,Trinidad and Tobago,Iowa,Donnastad,1,870.53,0,870.53,630.5,240.03,23,No,0,"Richardson, Price and Robertson",david82@thompson.org,Net Banking,Returned
ORD3957,2026-04-30,2026-05-02,Tanya Washington,CUST937,VIP Member,Doll,Toys,PROD9053,North-East,Estonia,Colorado,Castillomouth,4,826.67,10,2976.01,2323.75,652.26,31,No,0,Robles-Sherman,lhoward@evans.info,UPI,Cancelled
ORD3958,2025-08-22,2025-08-25,Lisa Freeman,CUST835,Small Business,Action Figure,Toys,PROD8639,North,Guadeloupe,Maine,New Danielle,8,4123.87,10,29691.86,21910.59,7781.27,3,Yes,32,"Garcia, Mcmahon and Higgins",brownfelicia@garcia-lopez.org,Debit Card,Delivered
ORD3959,2025-12-25,2025-12-29,Sierra Mendez,CUST884,Wholesale,Action Figure,Toys,PROD2470,North-East,Georgia,Florida,North Katherineberg,1,3728.31,5,3541.89,2346.05,1195.85,33,No,0,"Nicholson, Wright and Peck",morenosamantha@weiss.com,Net Banking,Delivered
ORD3960,2026-02-15,2026-02-20,Ryan Bryant,CUST913,Wholesale,Lipstick,Beauty,PROD7324,South,France,Pennsylvania,Rogertown,6,1259.0,0,7554.02,5986.24,1567.78,10,No,0,Cunningham-Jones,stephenbailey@brown.com,Net Banking,Pending
ORD3961,2026-02-26,2026-03-03,Taylor Anderson,CUST819,Home Office,Pen,Office Supplies,PROD8178,East,Namibia,Wyoming,Westhaven,6,3749.5,10,20247.27,17975.27,2272.0,50,No,0,Baker-Castillo,tapiascott@mitchell.com,Cash,Returned
ORD3962,2024-07-25,2024-07-31,Tammy Garcia,CUST305,Corporate,Bed,Furniture,PROD3591,South,Barbados,Rhode Island,Dennisstad,8,1295.01,10,9324.06,7977.15,1346.91,8,Yes,30,"Little, Nielsen and Thornton",stacey10@navarro.com,Cash,Returned
ORD3963,2024-10-13,2024-10-17,Brian Ferguson,CUST553,Small Business,Perfume,Beauty,PROD2660,East,Nigeria,Maine,East Ginaberg,2,2395.54,10,4311.98,2889.66,1422.32,2,Yes,39,"Caldwell, Nunez and Meyers",cory88@crawford-jackson.net,Credit Card,Pending
ORD3964,2026-05-11,2026-05-16,Amanda Zhang,CUST415,Consumer,Eggs,Grocery,PROD7647,East,Belarus,New Mexico,West Tyler,1,4150.85,5,3943.3,3082.72,860.58,34,No,0,Bauer-Walker,hoffmanjessica@guzman.com,Cash,Delivered
ORD3965,2025-05-10,2025-05-12,Ashley Long,CUST970,VIP Member,Jacket,Clothing,PROD6616,West,Armenia,Iowa,Odonnellmouth,4,790.84,5,3005.19,2539.09,466.1,43,No,0,"Edwards, Bennett and Hogan",crichardson@curtis.org,UPI,Pending
ORD3966,2024-04-18,2024-04-19,Michael Reynolds,CUST682,Small Business,Bread,Grocery,PROD5762,Central,Iceland,Michigan,Cannonport,5,2047.54,0,10237.69,6821.33,3416.36,24,No,0,King-Morris,grahamjacob@jones.net,Credit Card,Returned
ORD3967,2026-03-03,2026-03-08,David English,CUST212,Corporate,Board Game,Toys,PROD9207,East,Belgium,Kansas,Amberton,9,850.04,10,6885.36,6086.87,798.49,32,No,0,Stanley Inc,jason32@cox.biz,UPI,Delivered
ORD3968,2024-05-03,2024-05-08,Brian Contreras,CUST338,Small Business,Perfume,Beauty,PROD9662,Central,Panama,Alabama,East Daniel,3,796.22,15,2030.35,1584.86,445.49,41,No,0,Hart Inc,anneortiz@meyers.info,Credit Card,Returned
ORD3969,2023-08-24,2023-08-25,Paul Jackson,CUST387,Wholesale,Moisturizer,Beauty,PROD7036,Central,Greece,Arkansas,North Bethanyville,9,4573.11,10,37042.16,24611.98,12430.18,7,Yes,22,Rivers-Case,gregorybarajas@scott.com,Net Banking,Cancelled
ORD3970,2025-03-14,2025-03-18,Justin Hull,CUST929,Corporate,Eggs,Grocery,PROD6268,West,Australia,North Carolina,Kylemouth,6,3496.33,15,17831.29,11964.23,5867.06,12,No,0,Morris-Collins,coffeyrobert@aguirre-browning.com,Credit Card,Cancelled
ORD3971,2023-12-07,2023-12-08,Susan White,CUST572,Home Office,Stapler,Office Supplies,PROD1246,North-East,Ecuador,Idaho,New Danielle,10,2686.4,10,24177.63,19965.62,4212.01,49,No,0,Baker LLC,daisy85@bell.com,Cash,Pending
ORD3972,2024-01-04,2024-01-05,Regina Cooper,CUST674,Corporate,Headphones,Electronics,PROD1241,Central,Montserrat,Oregon,Priceborough,3,2124.44,0,6373.31,4494.92,1878.39,44,No,0,French Ltd,lyonsmichelle@flores.biz,Debit Card,Delivered
ORD3973,2025-05-21,2025-05-24,Peggy Wheeler,CUST635,Consumer,Face Wash,Beauty,PROD7552,Central,Chad,Maryland,Lindamouth,3,908.66,0,2725.97,2039.88,686.09,8,Yes,21,"Smith, Gregory and Johnson",eric77@richard.org,Cash,Cancelled
ORD3974,2024-02-02,2024-02-05,Nicole Washington,CUST784,Wholesale,Bed,Furniture,PROD8701,International,Paraguay,Pennsylvania,Port Melissaburgh,4,4177.1,0,16708.39,10240.84,6467.55,25,No,0,"Johnston, Howard and Scott",bhunter@hernandez.org,UPI,Returned
ORD3975,2026-01-14,2026-01-19,Grant Price,CUST725,VIP Member,Pen,Office Supplies,PROD9036,West,Croatia,Oregon,East Brenda,7,3920.15,10,24696.95,19467.5,5229.45,16,No,0,Reed-Murphy,cassandrajensen@wolf-kelly.com,UPI,Pending
ORD3976,2025-03-25,2025-03-31,Don Hernandez,CUST220,Corporate,Sticky Notes,Office Supplies,PROD2828,East,Mauritius,Alabama,West Robert,7,3741.59,10,23572.01,18413.86,5158.15,39,No,0,Oliver-Carr,morganjonathan@peters.com,Credit Card,Delivered
ORD3977,2024-07-14,2024-07-19,Jennifer Moss,CUST396,Corporate,T-Shirt,Clothing,PROD2180,Central,Mauritius,Washington,Kellyland,10,3639.52,20,29116.16,24052.91,5063.25,44,No,0,Simmons-Harper,thomasjennifer@pena.com,Debit Card,Cancelled
ORD3978,2025-04-21,2025-04-27,Brenda Olsen,CUST614,Consumer,Mobiles,Electronics,PROD6814,Central,Saint Helena,Florida,Port Michelle,8,4332.59,5,32927.66,26873.45,6054.21,50,No,0,Taylor LLC,pjones@phillips.com,Net Banking,Cancelled
ORD3979,2024-08-07,2024-08-10,Catherine Barber,CUST981,Consumer,Office Chair,Furniture,PROD3416,North-East,Mongolia,Indiana,Williamside,1,3468.22,20,2774.57,2266.43,508.15,26,No,0,Davenport-Mcknight,susanparker@ramirez-cooper.biz,Cash,Cancelled
ORD3980,2024-12-19,2024-12-24,Christopher Thornton,CUST902,VIP Member,Puzzle,Toys,PROD7933,South,Guatemala,Oklahoma,Hayesburgh,7,1152.59,5,7664.73,4770.85,2893.88,27,No,0,Lee-Boyle,tiffany85@logan.com,Net Banking,Cancelled
ORD3981,2024-01-02,2024-01-09,Alicia Riggs,CUST733,Wholesale,Jacket,Clothing,PROD7821,North-East,Jersey,Colorado,East Christopher,10,975.94,0,9759.42,6790.88,2968.54,11,No,0,Simmons-Farrell,christophermccann@horn.org,Net Banking,Pending
ORD3982,2025-12-27,2026-01-01,Matthew Johnson,CUST538,Small Business,Perfume,Beauty,PROD2455,Central,Czech Republic,Florida,West Raymond,3,3008.61,10,8123.26,6517.35,1605.91,48,No,0,Norris-Marshall,rodriguezandrew@morris.org,Debit Card,Delivered
ORD3983,2026-02-21,2026-02-27,William Keller,CUST525,VIP Member,Dining Table,Furniture,PROD8595,Central,Syrian Arab Republic,Oklahoma,North Amanda,5,2811.25,0,14056.27,12127.32,1928.95,44,No,0,"Hensley, Grant and Blair",brandon99@jones.com,Net Banking,Delivered
ORD3984,2024-12-16,2024-12-21,Gabrielle Higgins,CUST569,Wholesale,Puzzle,Toys,PROD5603,East,Nicaragua,Wisconsin,Erictown,1,2317.89,10,2086.1,1778.75,307.35,32,No,0,White-Richards,anthonypearson@powell.com,Credit Card,Returned
ORD3985,2025-04-22,2025-04-23,Andrew Gray,CUST785,Corporate,Projector,Electronics,PROD7917,North-East,French Southern Territories,North Dakota,Greenmouth,6,737.3,0,4423.8,3702.48,721.32,14,No,0,"Hunter, Martinez and Lewis",mtrevino@mann.com,Cash,Returned
ORD3986,2024-01-13,2024-01-19,Dawn Hart,CUST861,Consumer,Office Chair,Furniture,PROD9443,East,Lesotho,Hawaii,Emilybury,7,2292.01,0,16044.07,13851.31,2192.76,28,No,0,Wolfe-Reed,derekrichard@byrd-hammond.net,UPI,Delivered
ORD3987,2023-07-25,2023-07-28,Jo James DVM,CUST745,Small Business,Board Game,Toys,PROD4572,West,Uzbekistan,Kentucky,Thomasside,10,815.48,15,6931.57,5010.92,1920.65,49,No,0,Randall-Cole,kmiller@johnson.net,Cash,Delivered
ORD3988,2025-12-11,2025-12-12,Gloria Daniels,CUST176,Home Office,Pen,Office Supplies,PROD1672,North,Lebanon,Virginia,Acostastad,8,2257.17,15,15348.74,11112.2,4236.53,46,No,0,Price-Terry,jack86@palmer.biz,Cash,Returned
ORD3989,2023-06-25,2023-06-28,Michael Eaton,CUST943,Corporate,Dining Table,Furniture,PROD5938,West,United States Virgin Islands,Maine,Jacksonburgh,2,3863.34,20,6181.35,4616.8,1564.55,10,No,0,"Miller, Williams and Atkinson",ronaldbuchanan@thomas.info,Cash,Cancelled
ORD3990,2024-12-27,2024-12-28,Natalie Price,CUST186,Small Business,Sofa,Furniture,PROD6633,South,Japan,New Hampshire,Tammyhaven,2,1476.18,0,2952.35,2369.38,582.97,11,No,0,Joseph Inc,elizabethcoleman@wolf-nixon.com,UPI,Delivered
ORD3991,2026-05-01,2026-05-04,Lauren Williams,CUST996,Small Business,Pen,Office Supplies,PROD9783,North-East,Afghanistan,Oklahoma,New Lisa,6,1844.45,20,8853.36,7183.83,1669.53,20,No,0,Butler-Brown,kpearson@wilson.info,UPI,Pending
ORD3992,2025-02-04,2025-02-09,Amy Alvarez,CUST992,Wholesale,Moisturizer,Beauty,PROD4361,East,Panama,Maine,South John,8,3550.01,5,26980.08,21316.96,5663.11,27,No,0,Jordan Inc,crosskatrina@villanueva.com,Cash,Cancelled
ORD3993,2024-11-14,2024-11-20,Lance Green,CUST625,Small Business,Moisturizer,Beauty,PROD4427,East,Fiji,California,West Whitney,4,2222.05,10,7999.37,6107.37,1892.01,31,No,0,Phillips-Morris,rhuerta@johnson.com,UPI,Cancelled
ORD3994,2023-10-01,2023-10-07,William Spears,CUST162,Consumer,Stapler,Office Supplies,PROD3132,North-East,Liberia,Arkansas,Port Cassandra,10,2842.61,15,24162.16,20700.0,3462.16,11,No,0,"Hanna, Brown and Mcdonald",arnoldchristopher@cooper-fry.com,UPI,Returned
ORD3995,2024-04-01,2024-04-03,George Kerr,CUST353,Consumer,Moisturizer,Beauty,PROD8623,West,Reunion,Kansas,Port Stephenborough,10,2928.85,0,29288.47,19443.12,9845.35,23,No,0,"Oliver, Mclaughlin and Benitez",ltaylor@hunter.biz,UPI,Returned
ORD3996,2024-04-17,2024-04-19,Heather Barrett,CUST959,Wholesale,Face Wash,Beauty,PROD4724,North-East,Lithuania,Oklahoma,Juliebury,6,2562.04,0,15372.21,9723.05,5649.17,1,Yes,27,"Santos, Woods and Evans",christybrown@ward-lara.com,Credit Card,Cancelled
ORD3997,2025-06-14,2025-06-15,Jeffrey Mccarty,CUST817,Home Office,Milk,Grocery,PROD5330,North-East,Central African Republic,Arizona,New Craig,3,465.82,5,1327.6,880.69,446.9,43,No,0,"Nguyen, Fowler and Bauer",jesus41@ferguson-faulkner.com,UPI,Cancelled
ORD3998,2025-06-01,2025-06-06,Kara Ruiz,CUST180,Consumer,Sofa,Furniture,PROD3280,West,Western Sahara,Oregon,East Amanda,8,1860.83,20,11909.3,7157.69,4751.61,50,No,0,"Bray, Curtis and Peters",monica83@olson.info,UPI,Delivered
ORD3999,2024-05-08,2024-05-15,Susan Mitchell,CUST474,Corporate,Bookshelf,Furniture,PROD5600,West,Montserrat,Washington,West Jacob,7,914.2,15,5439.5,4227.16,1212.34,49,No,0,Gould PLC,christine40@brown.net,Cash,Pending
ORD4000,2026-03-22,2026-03-24,Jeffery Prince,CUST734,Home Office,Eggs,Grocery,PROD2473,International,Central African Republic,Colorado,Colonland,7,4418.92,15,26292.56,17941.57,8350.99,47,No,0,Miranda PLC,steelehailey@lee.org,UPI,Pending
ORD4001,2025-06-14,2025-06-17,Alicia Acevedo,CUST333,Small Business,Vegetables,Grocery,PROD6141,Central,Burundi,New Jersey,North Johnbury,7,3470.31,10,21862.98,18819.96,3043.02,48,No,0,Bryant PLC,thomasbenjamin@miller.com,Cash,Returned
ORD4002,2025-11-16,2025-11-19,Robert Jackson,CUST370,Corporate,Mobiles,Electronics,PROD4093,International,Uganda,Alabama,Fordborough,8,2642.21,15,17967.02,15263.99,2703.03,19,No,0,"Stokes, Thomas and Moore",jaredortiz@moore-barber.com,Debit Card,Cancelled
ORD4003,2023-12-05,2023-12-07,Shannon Lee,CUST165,Wholesale,Perfume,Beauty,PROD3486,Central,Colombia,Texas,Suetown,7,1584.1,10,9979.84,6082.07,3897.77,18,No,0,Duncan Inc,swalsh@miller.biz,Cash,Delivered
ORD4004,2025-06-13,2025-06-17,Amy Malone,CUST654,Corporate,Stapler,Office Supplies,PROD8848,North,Guinea,New York,East Alexandriafort,9,3488.82,0,31399.36,27753.02,3646.34,9,Yes,43,Smith PLC,whitecraig@rojas.biz,Debit Card,Returned
ORD4005,2024-01-02,2024-01-09,Kevin Hickman,CUST199,Small Business,Pen,Office Supplies,PROD3254,International,Finland,Colorado,Thompsonburgh,3,4719.48,5,13450.52,9349.37,4101.15,47,No,0,"Pacheco, Richardson and Fisher",jonathansantana@mcbride-robbins.org,Debit Card,Returned
ORD4006,2023-08-02,2023-08-04,Amanda Bailey,CUST640,Small Business,Perfume,Beauty,PROD8334,East,Guatemala,Alabama,Crystalburgh,10,2377.18,15,20206.05,15768.1,4437.95,43,No,0,Glenn-Williams,manderson@crawford.com,UPI,Delivered
ORD4007,2025-09-05,2025-09-08,Angie Taylor,CUST178,Consumer,Pen,Office Supplies,PROD8371,International,Burkina Faso,New Hampshire,Robersonton,8,3400.02,0,27200.16,18512.59,8687.58,29,No,0,Gibson-Parker,teresacortez@carter.biz,Cash,Cancelled
ORD4008,2026-01-26,2026-01-28,Lauren Brown,CUST311,Corporate,Mobiles,Electronics,PROD2169,Central,Belarus,Virginia,East Max,7,4855.26,5,32287.46,24286.47,8000.99,5,Yes,41,Rodriguez LLC,robinsongrant@patel.com,UPI,Pending
ORD4009,2023-11-27,2023-12-03,Craig Rivas,CUST446,VIP Member,Sweater,Clothing,PROD6344,East,Bahrain,New Jersey,North Tylerville,4,2995.06,10,10782.23,8081.71,2700.51,21,No,0,Gordon-Riley,nelsonangela@keller.net,Debit Card,Pending
ORD4010,2023-06-16,2023-06-17,Donald Sanchez,CUST673,VIP Member,Bed,Furniture,PROD5884,North,Bolivia,Rhode Island,Kristinaport,4,2627.29,20,8407.34,7115.77,1291.57,9,Yes,43,Fletcher-Powell,autumnrichardson@kim.org,Cash,Pending
ORD4011,2025-09-16,2025-09-21,Ralph Johnson,CUST385,Home Office,Perfume,Beauty,PROD3635,East,Nepal,Georgia,East Jodi,8,2837.76,20,18161.68,14608.49,3553.19,11,No,0,Rivera PLC,mwalker@escobar-freeman.com,Credit Card,Pending
ORD4012,2025-03-07,2025-03-09,Curtis Torres,CUST279,Home Office,Doll,Toys,PROD8848,East,Liberia,Arizona,Davidmouth,8,2135.55,10,15375.98,11026.94,4349.04,8,Yes,47,Jimenez-Yang,garrett01@hardin.org,Debit Card,Returned
ORD4013,2026-03-21,2026-03-28,James Chang,CUST722,Home Office,Action Figure,Toys,PROD6003,South,Grenada,Nebraska,Robertchester,10,3216.33,15,27338.79,21295.87,6042.92,43,No,0,Lin-Campos,ashleyalexander@zimmerman.com,UPI,Delivered
ORD4014,2023-08-10,2023-08-11,Carolyn Taylor,CUST922,Wholesale,Buds,Electronics,PROD1601,South,Malawi,Oklahoma,Doughertyview,7,4619.74,10,29104.37,21920.43,7183.94,33,No,0,Stanton Inc,sierrawatkins@peterson.com,Net Banking,Cancelled
ORD4015,2025-02-23,2025-02-27,Charlotte Li,CUST917,Wholesale,Sweater,Clothing,PROD5820,North-East,Germany,South Carolina,Barajasport,6,2767.64,10,14945.23,11737.09,3208.14,22,No,0,Hall-Miller,ebush@thompson.net,Credit Card,Pending
ORD4016,2024-03-26,2024-03-30,Christina Drake,CUST416,Wholesale,Puzzle,Toys,PROD1656,East,Bosnia and Herzegovina,Maryland,Mooreview,9,4229.08,10,34255.56,27377.13,6878.43,24,No,0,Morgan Ltd,loriharris@bennett-jensen.net,Credit Card,Pending
ORD4017,2025-08-09,2025-08-11,Daniel Ryan,CUST301,Home Office,T-Shirt,Clothing,PROD6748,South,Angola,Maine,North Edwin,5,2287.68,10,10294.56,8692.89,1601.67,16,No,0,"Castaneda, Shaw and Ortiz",cameronlamb@esparza.com,UPI,Pending
ORD4018,2025-08-15,2025-08-21,Tina Porter,CUST368,VIP Member,Office Chair,Furniture,PROD7985,West,Croatia,Oregon,New Benjaminhaven,9,1954.83,20,14074.8,9631.32,4443.48,46,No,0,Higgins and Sons,janetwood@barry.org,Debit Card,Delivered
ORD4019,2024-02-08,2024-02-14,David Smith,CUST813,Small Business,Sofa,Furniture,PROD7228,West,Bhutan,Connecticut,Garciastad,1,4544.75,15,3863.04,3400.93,462.11,15,No,0,Williams-Hamilton,bennettanthony@moody.com,Credit Card,Pending
ORD4020,2025-01-07,2025-01-13,Alex Brock,CUST880,VIP Member,Action Figure,Toys,PROD1749,West,Nigeria,Oklahoma,South Laurenfurt,8,3436.44,15,23367.76,17487.34,5880.42,13,No,0,Bennett-Frazier,meredithcalderon@taylor.com,Net Banking,Cancelled
ORD4021,2024-03-21,2024-03-22,Stacy Greene,CUST715,Small Business,Sneakers,Clothing,PROD5293,International,Somalia,New Mexico,East Davidtown,4,1813.8,10,6529.68,4842.56,1687.12,45,No,0,"Peterson, Kelly and Goodman",brandy00@jenkins-villarreal.org,UPI,Returned
ORD4022,2024-08-03,2024-08-04,Lindsey Thornton,CUST484,Corporate,Shampoo,Beauty,PROD5884,North,Guatemala,Nebraska,East Mary,1,1783.71,0,1783.71,1123.82,659.89,0,Yes,22,"Carlson, Duke and Cook",nicholas03@harris-cruz.org,Net Banking,Returned
ORD4023,2025-08-04,2025-08-05,Kevin Yates,CUST794,Consumer,T-Shirt,Clothing,PROD7367,East,Zimbabwe,Wisconsin,Patriciaside,7,3594.06,20,20126.73,12342.64,7784.1,36,No,0,"Patterson, Trujillo and Smith",tinaevans@herring-edwards.org,UPI,Delivered
ORD4024,2025-03-07,2025-03-11,Eric Campbell,CUST204,Home Office,Puzzle,Toys,PROD1584,East,Trinidad and Tobago,Oregon,South Ashley,3,4461.76,10,12046.74,7590.19,4456.55,27,No,0,Cortez Ltd,knightrebecca@stevens-burton.net,Net Banking,Cancelled
ORD4025,2025-01-24,2025-01-27,Daniel Soto,CUST328,Small Business,Sweater,Clothing,PROD1206,North-East,Gibraltar,Michigan,South Samuelchester,7,564.05,20,3158.7,2184.28,974.42,48,No,0,"Wright, Fuller and Bautista",lisaglass@thornton.com,Credit Card,Pending
